,SP500,Date,Returns
622,2885.72,2019-06-11,-1.0100000000002183
623,2879.84,2019-06-12,-5.879999999999654
624,2891.64,2019-06-13,11.799999999999727
625,2886.98,2019-06-14,-4.6599999999998545
626,2889.67,2019-06-17,2.6900000000000546
627,2917.75,2019-06-18,28.079999999999927
628,2926.46,2019-06-19,8.710000000000036
629,2954.18,2019-06-20,27.7199999999998
630,2950.46,2019-06-21,-3.7199999999998
631,2945.35,2019-06-24,-5.110000000000127
632,2917.38,2019-06-25,-27.9699999999998
633,2913.78,2019-06-26,-3.599999999999909
634,2924.92,2019-06-27,11.139999999999873
635,2941.76,2019-06-28,16.840000000000146
636,2964.33,2019-07-01,22.56999999999971
637,2973.01,2019-07-02,8.680000000000291
638,2995.82,2019-07-03,22.809999999999945
640,2990.41,2019-07-05,-5.410000000000309
